,Pressure,Temperature,Phase,Mass,S,H,V,Cp,Vis,F,Structure,Formula,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,Mg#
2,12000.00,1515.15,clinopyroxene_0,0.050834,0.120167,-601.837246,0.015109,0.058821,,0.9812250782867611,cpx,Na0.08Ca0.74Fe''0.31Mg0.53Fe'''0.08Ti0.05Al0.51Si1.70O6,45.0407,1.75578,11.4903,2.89921,9.88393,0,9.40743,18.3988,1.12392,0,
3,12000.00,1515.15,feldspar_0,0.438305,1.102440,-5808.157774,0.164779,0.541786,,0.9812250782867611,,K0.02Na0.46Ca0.52Al1.52Si2.48O8,54.9586,0,28.6538,0,0,0,0,10.8158,5.25685,0.314931,
0,12000.00,1513.15,liquid_0,37.169371,99.938501,-419791.482568,13.078756,53.043682,2.652,0.9814464779070856,,,49.8628,2.73847,19.0492,1.3534,12.2935,0.403558,1.59273,6.50202,4.93198,1.2724,18.8
1,12000.00,1513.15,garnet_0,0.235417,0.545375,-2716.531474,0.062418,0.269443,,0.9814464779070856,,(Ca0.23Fe''0.41Mg0.36)3Al2Si3O12,39.7967,0,22.5113,0,19.6739,0,9.6311,8.38698,0,0,
2,12000.00,1513.15,clinopyroxene_0,0.049179,0.116142,-581.571801,0.014605,0.056854,,0.9814464779070856,cpx,Na0.08Ca0.74Fe''0.31Mg0.52Fe'''0.08Ti0.05Al0.51Si1.69O6,44.9515,1.82045,11.484,2.93614,9.97442,0,9.30488,18.3939,1.13471,0,
3,12000.00,1513.15,feldspar_0,0.426610,1.072754,-5653.350920,0.160446,0.527274,,0.9814464779070856,,K0.02Na0.47Ca0.52Al1.52Si2.48O8,55.1221,0,28.5411,0,0,0,0,10.6847,5.32593,0.326076,
0,12000.00,1511.15,liquid_0,36.482342,98.020303,-411511.759249,12.830417,52.019046,2.658,0.9816601523983436,,,49.8705,2.78762,18.9312,1.36529,12.3982,0.411158,1.55205,6.4293,4.96211,1.29252,18.2
1,12000.00,1511.15,garnet_0,0.226586,0.524324,-2611.000377,0.060027,0.259104,,0.9816601523983436,,(Ca0.23Fe''0.42Mg0.36)3Al2Si3O12,39.7652,0,22.4935,0,19.8466,0,9.52677,8.36797,0,0,
2,12000.00,1511.15,clinopyroxene_0,0.047690,0.112515,-563.312815,0.014151,0.055081,,0.9816601523983436,cpx,Na0.08Ca0.74Fe''0.32Mg0.52Fe'''0.08Ti0.05Al0.51Si1.69O6,44.8582,1.88838,11.4788,2.9737,10.0641,0,9.20106,18.3905,1.14534,0,
3,12000.00,1511.15,feldspar_0,0.415397,1.044290,-5504.925745,0.156291,0.513361,,0.9816601523983436,,K0.02Na0.47Ca0.51Al1.51Si2.49O8,55.2845,0,28.4292,0,0,0,0,10.5545,5.39432,0.337499,
0,12000.00,1509.15,liquid_0,35.815866,96.159560,-403481.166160,12.589405,51.025704,2.664,0.9818664210911088,,,49.8761,2.83701,18.8136,1.37722,12.5034,0.418809,1.51229,6.35755,4.99143,1.31264,17.7
1,12000.00,1509.15,garnet_0,0.218135,0.504200,-2510.131771,0.057741,0.249218,,0.9818664210911088,,(Ca0.23Fe''0.42Mg0.35)3Al2Si3O12,39.7337,0,22.4756,0,20.0194,0,9.42261,8.34864,0,0,
2,12000.00,1509.15,clinopyroxene_0,0.046357,0.109262,-546.931438,0.013743,0.053491,,0.9818664210911088,cpx,Na0.08Ca0.74Fe''0.32Mg0.51Fe'''0.09Ti0.06Al0.51Si1.69O6,44.7604,1.95992,11.4746,3.01191,10.1527,0,9.09593,18.3887,1.1558,0,
3,12000.00,1509.15,feldspar_0,0.404637,1.016974,-5362.504234,0.152303,0.500010,,0.9818664210911088,,K0.02Na0.48Ca0.50Al1.50Si2.50O8,55.4458,0,28.3179,0,0,0,0,10.4251,5.46202,0.349207,
0,12000.00,1507.15,liquid_0,35.169011,94.353677,-395688.378957,12.355391,50.062223,2.670,0.9820655725468191,,,49.8795,2.88664,18.6962,1.38917,12.6091,0.426512,1.47343,6.28674,5.01994,1.33274,17.2
1,12000.00,1507.15,garnet_0,0.210042,0.484943,-2413.635671,0.055553,0.239757,,0.9820655725468191,,(Ca0.22Fe''0.43Mg0.35)3Al2Si3O12,39.7022,0,22.4578,0,20.1923,0,9.31864,8.32897,0,0,
2,12000.00,1507.15,clinopyroxene_0,0.045170,0.106360,-532.314394,0.013380,0.052073,,0.9820655725468191,cpx,Na0.09Ca0.74Fe''0.32Mg0.51Fe'''0.09Ti0.06Al0.51Si1.69O6,44.6577,2.03548,11.4717,3.05078,10.2403,0,8.98939,18.3886,1.16605,0,
3,12000.00,1507.15,feldspar_0,0.394305,0.990742,-5225.736687,0.148473,0.487190,,0.9820655725468191,,K0.02Na0.48Ca0.50Al1.50Si2.50O8,55.6059,0,28.2074,0,0,0,0,10.2965,5.52902,0.361206,
0,12000.00,1505.15,liquid_0,34.540901,92.600208,-388122.739631,12.128065,49.127255,2.675,0.9822578656133666,,,49.8808,2.93648,18.5793,1.40115,12.7153,0.434268,1.43544,6.21682,5.04765,1.35283,16.8
1,12000.00,1505.15,garnet_0,0.202284,0.466502,-2321.241953,0.053456,0.230695,,0.9822578656133666,,(Ca0.22Fe''0.43Mg0.35)3Al2Si3O12,39.6708,0,22.4401,0,20.3654,0,9.21484,8.30893,0,0,
2,12000.00,1505.15,clinopyroxene_0,0.044123,0.103789,-519.363819,0.013058,0.050817,,0.9822578656133666,cpx,Na0.09Ca0.74Fe''0.33Mg0.50Fe'''0.09Ti0.06Al0.51Si1.68O6,44.5495,2.11555,11.4702,3.09033,10.3265,0,8.88136,18.3905,1.17608,0,
3,12000.00,1505.15,feldspar_0,0.384376,0.965529,-5094.298360,0.144790,0.474869,,0.9822578656133666,,K0.02Na0.49Ca0.49Al1.49Si2.51O8,55.7649,0,28.0975,0,0,0,0,10.1687,5.59533,0.373504,
0,12000.00,1503.15,liquid_0,33.930708,90.896849,-380774.203771,11.907132,48.219529,2.680,0.9824435299033220,,,49.88,2.98655,18.4627,1.41315,12.822,0.442077,1.3983,6.14776,5.07458,1.37291,16.3
1,12000.00,1503.15,garnet_0,0.194841,0.448825,-2232.697926,0.051447,0.222008,,0.9824435299033220,,(Ca0.22Fe''0.43Mg0.34)3Al2Si3O12,39.6393,0,22.4223,0,20.5387,0,9.11121,8.2885,0,0,
2,12000.00,1503.15,clinopyroxene_0,0.043209,0.101534,-507.997573,0.012775,0.049714,,0.9824435299033220,cpx,Na0.09Ca0.75Fe''0.33Mg0.49Fe'''0.09Ti0.06Al0.51Si1.68O6,44.4351,2.20069,11.4702,3.1306,10.4113,0,8.77171,18.3946,1.18585,0,
3,12000.00,1503.15,feldspar_0,0.374827,0.941279,-4967.886244,0.141248,0.463019,,0.9824435299033220,,K0.02Na0.49Ca0.48Al1.48Si2.52O8,55.9229,0,27.9883,0,0,0,0,10.0418,5.66095,0.386107,
0,12000.00,1501.15,liquid_0,33.337651,89.241424,-373633.292341,11.692317,47.337846,2.685,0.9826227655176686,,,49.8771,3.03683,18.3465,1.42519,12.9293,0.449942,1.36198,6.07951,5.10073,1.39297,15.8
1,12000.00,1501.15,garnet_0,0.187693,0.431865,-2147.765959,0.049518,0.213672,,0.9826227655176686,,(Ca0.22Fe''0.44Mg0.34)3Al2Si3O12,39.6079,0,22.4045,0,20.7122,0,9.00776,8.26764,0,0,
2,12000.00,1501.15,clinopyroxene_0,0.042422,0.099580,-498.150135,0.012531,0.048760,,0.9826227655176686,cpx,Na0.09Ca0.75Fe''0.33Mg0.49Fe'''0.09Ti0.07Al0.51Si1.68O6,44.3137,2.29161,11.4722,3.17159,10.4943,0,8.66032,18.4011,1.19531,0,
3,12000.00,1501.15,feldspar_0,0.365636,0.917938,-4846.215895,0.137837,0.451614,,0.9826227655176686,,K0.02Na0.50Ca0.48Al1.48Si2.52O8,56.0797,0,27.8798,0,0,0,0,9.91567,5.72588,0.399024,
0,12000.00,1499.15,liquid_0,32.760992,87.631875,-366691.047341,11.483358,46.481072,2.689,0.9827957417010521,,,49.8721,3.08731,18.2306,1.43725,13.0372,0.457862,1.32645,6.01204,5.12614,1.41301,15.4
1,12000.00,1499.15,garnet_0,0.180821,0.415579,-2066.221076,0.047665,0.205665,,0.9827957417010521,,(Ca0.22Fe''0.44Mg0.34)3Al2Si3O12,39.5765,0,22.3867,0,20.886,0,8.90448,8.24632,0,0,
2,12000.00,1499.15,clinopyroxene_0,0.041758,0.097918,-489.774317,0.012323,0.047948,,0.9827957417010521,cpx,Na0.09Ca0.75Fe''0.34Mg0.48Fe'''0.09Ti0.07Al0.51Si1.67O6,44.1843,2.3892,11.4763,3.21334,10.5751,0,8.547,18.4103,1.20443,0,
3,12000.00,1499.15,feldspar_0,0.356783,0.895453,-4729.018131,0.134551,0.440628,,0.9827957417010521,,K0.02Na0.50Ca0.47Al1.47Si2.53O8,56.2354,0,27.7719,0,0,0,0,9.79033,5.79012,0.412263,
0,12000.00,1497.15,liquid_0,32.200030,86.066254,-359938.990745,11.280007,45.648132,2.693,0.9829625938999371,,,49.8651,3.13798,18.1152,1.44934,13.1457,0.465838,1.29169,5.94529,5.1508,1.43303,14.9
1,12000.00,1497.15,garnet_0,0.174209,0.399923,-1987.848354,0.045884,0.197967,,0.9829625938999371,,(Ca0.22Fe''0.45Mg0.33)3Al2Si3O12,39.545,0,22.3689,0,21.0602,0,8.80138,8.2245,0,0,
2,12000.00,1497.15,clinopyroxene_0,0.041217,0.096544,-482.844187,0.012151,0.047276,,0.9829625938999371,cpx,Na0.09Ca0.75Fe''0.34Mg0.48Fe'''0.09Ti0.07Al0.51Si1.67O6,44.0456,2.49456,11.483,3.25587,10.6535,0,8.43154,18.4228,1.21313,0,
3,12000.00,1497.15,feldspar_0,0.348249,0.873776,-4616.035390,0.131382,0.430038,,0.9829625938999371,,K0.02Na0.51Ca0.47Al1.47Si2.53O8,56.3901,0,27.6646,0,0,0,0,9.66576,5.85367,0.425833,
0,12000.00,1495.15,liquid_0,31.654102,84.542710,-353369.086003,11.082031,44.838008,2.697,0.9831234182533988,,,49.8561,3.18881,18.0003,1.46146,13.2549,0.473872,1.25768,5.87922,5.17473,1.45304,14.5
1,12000.00,1495.15,garnet_0,0.167838,0.384857,-1912.439937,0.044169,0.190557,,0.9831234182533988,,(Ca0.22Fe''0.45Mg0.33)3Al2Si3O12,39.5136,0,22.3511,0,21.2347,0,8.69845,8.20213,0,0,
2,12000.00,1495.15,clinopyroxene_0,0.040798,0.095456,-477.359856,0.012015,0.046745,,0.9831234182533988,cpx,Na0.09Ca0.75Fe''0.34Mg0.47Fe'''0.09Ti0.07Al0.51Si1.67O6,43.8959,2.6091,11.4928,3.29921,10.7289,0,8.31364,18.4391,1.22133,0,
3,12000.00,1495.15,feldspar_0,0.340015,0.852860,-4507.017356,0.128324,0.419819,,0.9831234182533988,,K0.03Na0.52Ca0.46Al1.46Si2.54O8,56.5437,0,27.558,0,0,0,0,9.54194,5.91655,0.439743,
0,12000.00,1493.15,liquid_0,31.122576,83.059485,-346973.701297,10.889206,44.049732,2.701,0.9832782616297078,,,49.8451,3.2398,17.8858,1.47361,13.3647,0.481965,1.22438,5.81378,5.19794,1.47302,14.0
1,12000.00,1493.15,garnet_0,0.161693,0.370338,-1839.791319,0.042516,0.183416,,0.9832782616297078,,(Ca0.22Fe''0.45Mg0.32)3Al2Si3O12,39.4821,0,22.3333,0,21.4097,0,8.59568,8.17917,0,0,
2,12000.00,1493.15,clinopyroxene_0,0.040505,0.094661,-473.355293,0.011916,0.046358,,0.9832782616297078,cpx,Na0.09Ca0.75Fe''0.34Mg0.46Fe'''0.10Ti0.08Al0.52Si1.66O6,43.7332,2.73472,11.5065,3.34338,10.8005,0,8.19291,18.4599,1.22894,0,
3,12000.00,1493.15,feldspar_0,0.332062,0.832656,-4401.715220,0.125369,0.409949,,0.9832782616297078,,K0.03Na0.52Ca0.45Al1.45Si2.55O8,56.6964,0,27.452,0,0,0,0,9.41883,5.97877,0.454005,
0,12000.00,1491.15,liquid_0,30.604849,81.614904,-340745.573324,10.701321,43.282380,2.704,0.9834271034180747,,,49.8321,3.2909,17.7717,1.48577,13.4752,0.490118,1.19178,5.74891,5.22046,1.49299,13.6
1,12000.00,1491.15,garnet_0,0.155755,0.356328,-1769.696305,0.040920,0.176522,,0.9834271034180747,,(Ca0.22Fe''0.46Mg0.32)3Al2Si3O12,39.4506,0,22.3155,0,21.5852,0,8.49308,8.15555,0,0,
2,12000.00,1491.15,clinopyroxene_0,0.040345,0.094175,-470.911382,0.011855,0.046121,,0.9834271034180747,cpx,Na0.09Ca0.75Fe''0.35Mg0.46Fe'''0.10Ti0.08Al0.52Si1.66O6,43.5542,2.87399,11.5251,3.38843,10.8675,0,8.06882,18.4861,1.2358,0,
3,12000.00,1491.15,feldspar_0,0.324370,0.813116,-4299.873374,0.122511,0.400403,,0.9834271034180747,,K0.03Na0.53Ca0.45Al1.45Si2.55O8,56.8481,0,27.3465,0,0,0,0,9.29641,6.04034,0.468629,
0,12000.00,1489.15,liquid_0,30.100344,80.207363,-334677.769680,10.518172,42.535068,2.707,0.9835698204835375,,,49.8173,3.3421,17.6582,1.49796,13.5865,0.498333,1.15985,5.68452,5.2423,1.51293,13.2
1,12000.00,1489.15,garnet_0,0.150007,0.342781,-1701.939598,0.039376,0.169855,,0.9835698204835375,,(Ca0.22Fe''0.46Mg0.32)3Al2Si3O12,39.4191,0,22.2977,0,21.7614,0,8.39064,8.1312,0,0,
2,12000.00,1489.15,clinopyroxene_0,0.040330,0.094027,-470.178544,0.011836,0.046050,,0.9835698204835375,cpx,Na0.09Ca0.76Fe''0.35Mg0.45Fe'''0.10Ti0.09Al0.52Si1.65O6,43.3548,3.03056,11.5501,3.43438,10.9285,0,7.94061,18.5193,1.24171,0,
3,12000.00,1489.15,feldspar_0,0.316919,0.794188,-4201.216140,0.119741,0.391157,,0.9835698204835375,,K0.03Na0.53Ca0.44Al1.44Si2.56O8,56.999,0,27.2415,0,0,0,0,9.17462,6.10126,0.483628,
0,12000.00,1487.15,liquid_0,29.608506,78.835319,-328763.646074,10.339567,41.806946,2.710,0.9837061137431374,,,49.8007,3.39333,17.5453,1.51017,13.6984,0.506611,1.12857,5.62055,5.26348,1.53286,12.8
1,12000.00,1487.15,garnet_0,0.144429,0.329653,-1636.284899,0.037880,0.163393,,0.9837061137431374,,(Ca0.22Fe''0.47Mg0.31)3Al2Si3O12,39.3876,0,22.2798,0,21.9382,0,8.28836,8.10603,0,0,
2,12000.00,1487.15,clinopyroxene_0,0.040485,0.094268,-471.418415,0.011867,0.046169,,0.9837061137431374,cpx,Na0.09Ca0.76Fe''0.35Mg0.44Fe'''0.10Ti0.09Al0.52Si1.64O6,43.1285,3.20996,11.5837,3.48126,10.9816,0,7.80711,18.5615,1.24637,0,
3,12000.00,1487.15,feldspar_0,0.309685,0.775811,-4105.424236,0.117051,0.382179,,0.9837061137431374,,K0.03Na0.54Ca0.44Al1.44Si2.56O8,57.1489,0,27.137,0,0,0,0,9.05341,6.16158,0.499017,
0,12000.00,1485.15,liquid_0,29.128796,77.497275,-322996.790076,10.165318,41.097188,2.712,0.9838353323635062,,,49.7825,3.44452,17.4329,1.5224,13.8112,0.514954,1.09789,5.55687,5.28402,1.55278,12.4
1,12000.00,1485.15,garnet_0,0.138997,0.316886,-1572.454222,0.036424,0.157106,,0.9838353323635062,,(Ca0.22Fe''0.47Mg0.31)3Al2Si3O12,39.356,0,22.262,0,22.116,0,8.18622,8.0799,0,0,
2,12000.00,1485.15,clinopyroxene_0,0.040849,0.094985,-475.087198,0.011956,0.046521,,0.9838353323635062,cpx,Na0.09Ca0.76Fe''0.35Mg0.44Fe'''0.10Ti0.10Al0.52Si1.64O6,42.8649,3.42108,11.6297,3.52909,11.0236,0,7.66641,18.616,1.24928,0,
3,12000.00,1485.15,feldspar_0,0.302637,0.757908,-4012.087949,0.114429,0.373433,,0.9838353323635062,,K0.03Na0.54Ca0.43Al1.43Si2.57O8,57.2982,0,27.033,0,0,0,0,8.93272,6.22131,0.514812,
0,12000.00,1483.15,liquid_0,28.660676,76.191753,-317370.929157,9.995244,40.404972,2.715,0.9839559505865305,,,49.7627,3.49557,17.3212,1.53463,13.9248,0.523365,1.06779,5.49332,5.30398,1.57268,12.0
1,12000.00,1483.15,garnet_0,0.133680,0.304410,-1510.089197,0.035000,0.150960,,0.9839559505865305,,(Ca0.22Fe''0.47Mg0.31)3Al2Si3O12,39.3243,0,22.244,0,22.2948,0,8.08421,8.05264,0,0,
2,12000.00,1483.15,clinopyroxene_0,0.041494,0.096341,-482.023696,0.012126,0.047186,,0.9839559505865305,cpx,Na0.09Ca0.77Fe''0.35Mg0.43Fe'''0.10Ti0.11Al0.53Si1.63O6,42.5449,3.68,11.6949,3.57783,11.049,0,7.51509,18.6888,1.24955,0,
3,12000.00,1483.15,feldspar_0,0.295729,0.740364,-3920.599239,0.111857,0.364860,,0.9839559505865305,,K0.03Na0.55Ca0.42Al1.42Si2.58O8,57.4468,0,26.9292,0,0,0,0,8.81244,6.2805,0.531035,
0,12000.00,1481.15,liquid_0,28.203592,74.917228,-311879.726712,9.829161,39.729448,2.717,0.9840627750337723,,,49.7417,3.54629,17.2103,1.54687,14.0392,0.531847,1.03821,5.42968,5.32339,1.59257,11.6
1,12000.00,1481.15,garnet_0,0.128434,0.292121,-1448.678470,0.033598,0.144905,,0.9840627750337723,,(Ca0.22Fe''0.48Mg0.30)3Al2Si3O12,39.2925,0,22.2261,0,22.4752,0,7.98231,8.02396,0,0,
2,12000.00,1481.15,clinopyroxene_0,0.042568,0.098668,-493.959049,0.012416,0.048327,,0.9840627750337723,cpx,Na0.09Ca0.77Fe''0.35Mg0.42Fe'''0.10Ti0.12Al0.53Si1.61O6,42.1275,4.02144,11.7944,3.62722,11.0458,0,7.34566,18.7926,1.24528,0,
3,12000.00,1481.15,feldspar_0,0.288876,0.722969,-3829.843827,0.109305,0.356359,,0.9840627750337723,,K0.03Na0.55Ca0.42Al1.42Si2.58O8,57.595,0,26.8256,0,0,0,0,8.69241,6.33923,0.547712,
0,12000.00,1479.15,liquid_0,27.756867,73.672506,-306514.962532,9.666866,37.970059,2.719,0.9840454911573731,,,49.7201,3.59621,17.1004,1.55908,14.1544,0.540407,1.00907,5.36543,5.3424,1.61249,11.3
1,12000.00,1479.15,garnet_0,0.123201,0.279891,-1387.570250,0.032200,0.138875,,0.9840454911573731,,(Ca0.22Fe''0.48Mg0.30)3Al2Si3O12,39.2605,0,22.208,0,22.6578,0,7.88045,7.9933,0,0,
2,12000.00,1479.15,clinopyroxene_0,0.044459,0.102830,-515.413298,0.012934,0.050367,,0.9840454911573731,cpx,Na0.09Ca0.78Fe''0.35Mg0.41Fe'''0.11Ti0.13Al0.54Si1.59O6,41.4841,4.55413,11.9768,3.67587,10.978,0,7.13462,18.9658,1.23057,0,
3,12000.00,1479.15,feldspar_0,0.281872,0.705201,-3737.054482,0.106694,0.347671,,0.9840454911573731,,K0.03Na0.56Ca0.41Al1.41Si2.59O8,57.7432,0,26.7219,0,0,0,0,8.57229,6.39765,0.564891,
0,12000.00,1477.15,liquid_0,27.316799,72.448281,-301242.650187,9.507544,37.337579,2.722,0.9840357083251033,,,49.7085,3.63919,16.9905,1.57119,14.2699,0.549113,0.979738,5.29657,5.36266,1.6327,10.9
1,12000.00,1477.15,garnet_0,0.120337,0.273061,-1353.195601,0.031423,0.135522,,0.9840357083251033,,(Ca0.22Fe''0.49Mg0.30)3Al2Si3O12,39.2278,0,22.1895,0,22.8477,0,7.77814,7.9569,0,0,
2,12000.00,1477.15,clinopyroxene_0,0.051448,0.117839,-597.667968,0.014765,0.057793,,0.9840357083251033,cpx,Na0.08Ca0.83Fe''0.32Mg0.36Fe'''0.10Ti0.23Al0.62Si1.44O6,37.3261,8.02649,13.653,3.56373,10.0487,0,6.30138,20.0192,1.06137,0,
3,12000.00,1477.15,feldspar_0,0.271108,0.678048,-3594.399061,0.102658,0.334348,,0.9840357083251033,,K0.03Na0.56Ca0.41Al1.41Si2.59O8,57.8956,0,26.6153,0,0,0,0,8.44872,6.45743,0.58304,
0,12000.00,1475.15,liquid_0,26.883531,71.243877,-296065.970705,9.351159,36.714382,2.726,0.9841348314301086,,,49.7046,3.67557,16.8857,1.58294,14.3866,0.557962,0.949553,5.21977,5.38399,1.65324,10.5
1,12000.00,1475.15,garnet_0,0.108954,0.246935,-1223.132788,0.028423,0.122586,,0.9841348314301086,,(Ca0.22Fe''0.49Mg0.29)3Al2Si3O12,39.1937,0,22.1702,0,23.0517,0,7.67481,7.90965,0,0,
2,12000.00,1475.15,clinopyroxene_0,0.068427,0.156233,-794.822876,0.019563,0.076692,,0.9841348314301086,cpx,Na0.08Ca0.84Fe''0.32Mg0.35Fe'''0.10Ti0.26Al0.64Si1.41O6,36.2996,8.86882,14.1085,3.50298,9.95829,0,6.04823,20.1816,1.03194,0,
3,12000.00,1475.15,feldspar_0,0.258758,0.646955,-3430.695826,0.098021,0.319075,,0.9841348314301086,,K0.03Na0.57Ca0.40Al1.40Si2.60O8,58.0534,0,26.5046,0,0,0,0,8.32063,6.51916,0.602174,
0,12000.00,1473.15,liquid_0,26.459848,70.066415,-291006.531459,9.198275,36.105317,2.730,0.9842434205593117,,,49.701,3.71068,16.781,1.5947,14.5042,0.566897,0.919949,5.14283,5.40496,1.67379,10.2
1,12000.00,1473.15,garnet_0,0.105307,0.238382,-1180.177785,0.027444,0.118369,,0.9842434205593117,,(Ca0.22Fe''0.50Mg0.29)3Al2Si3O12,39.1594,0,22.1508,0,23.2575,0,7.57137,7.86092,0,0,
2,12000.00,1473.15,clinopyroxene_0,0.068385,0.155806,-793.896489,0.019506,0.076532,,0.9842434205593117,cpx,Na0.08Ca0.84Fe''0.32Mg0.34Fe'''0.10Ti0.27Al0.66Si1.39O6,35.7501,9.3161,14.344,3.47481,9.97087,0,5.87891,20.2427,1.02251,0,
3,12000.00,1473.15,feldspar_0,0.252866,0.632017,-3352.584626,0.095826,0.311765,,0.9842434205593117,,K0.04Na0.57Ca0.39Al1.39Si2.61O8,58.2113,0,26.3939,0,0,0,0,8.1924,6.58051,0.62197,
0,12000.00,1471.15,liquid_0,26.045761,68.915840,-286063.081317,9.048841,35.510472,2.734,0.9843536176952078,,,49.6966,3.74522,16.6761,1.60651,14.6225,0.575909,0.891036,5.06644,5.42538,1.69431,9.8
1,12000.00,1471.15,garnet_0,0.102137,0.230926,-1142.691480,0.026592,0.114695,,0.9843536176952078,,(Ca0.21Fe''0.50Mg0.28)3Al2Si3O12,39.1251,0,22.1314,0,23.4642,0,7.46792,7.81146,0,0,
2,12000.00,1471.15,clinopyroxene_0,0.067062,0.152518,-777.999356,0.019093,0.074959,,0.9843536176952078,cpx,Na0.08Ca0.84Fe''0.33Mg0.33Fe'''0.10Ti0.28Al0.66Si1.37O6,35.3522,9.63852,14.5078,3.45783,10.0145,0,5.73637,20.2734,1.01932,0,
3,12000.00,1471.15,feldspar_0,0.247763,0.619062,-3284.945804,0.093930,0.305431,,0.9843536176952078,,K0.04Na0.58Ca0.39Al1.39Si2.61O8,58.3686,0,26.2833,0,0,0,0,8.06449,6.64124,0.642409,
0,12000.00,1469.15,liquid_0,25.641070,67.791558,-281232.572874,8.902759,34.929573,2.738,0.9844626815279531,,,49.6909,3.7795,16.5708,1.61837,14.7418,0.584999,0.862847,4.99087,5.44518,1.71479,9.4
1,12000.00,1469.15,garnet_0,0.099164,0.223934,-1107.528856,0.025792,0.111251,,0.9844626815279531,,(Ca0.21Fe''0.51Mg0.28)3Al2Si3O12,39.0907,0,22.1119,0,23.6713,0,7.36452,7.76157,0,0,
2,12000.00,1469.15,clinopyroxene_0,0.065314,0.148305,-757.144966,0.018567,0.072926,,0.9844626815279531,cpx,Na0.08Ca0.85Fe''0.33Mg0.33Fe'''0.10Ti0.29Al0.67Si1.36O6,35.0352,9.89454,14.6327,3.44706,10.0742,0,5.60821,20.2886,1.01942,0,
3,12000.00,1469.15,feldspar_0,0.243088,0.607179,-3222.967424,0.092194,0.299625,,0.9844626815279531,,K0.04Na0.58Ca0.38Al1.38Si2.62O8,58.5251,0,26.1731,0,0,0,0,7.93707,6.70122,0.663491,
0,12000.00,1467.15,liquid_0,25.245507,66.692804,-276511.422266,8.759918,34.362238,2.741,0.9845692680334807,,,49.6835,3.81373,16.4652,1.63029,14.8619,0.594165,0.835392,4.91627,5.46432,1.7352,9.1
1,12000.00,1467.15,garnet_0,0.096328,0.217265,-1074.002044,0.025030,0.107965,,0.9845692680334807,,(Ca0.21Fe''0.51Mg0.28)3Al2Si3O12,39.0563,0,22.0925,0,23.8786,0,7.26121,7.71141,0,0,
2,12000.00,1467.15,clinopyroxene_0,0.063387,0.143713,-734.204085,0.017994,0.070703,,0.9845692680334807,cpx,Na0.08Ca0.85Fe''0.33Mg0.32Fe'''0.10Ti0.30Al0.68Si1.35O6,34.7701,10.1082,14.7324,3.44041,10.1438,0,5.48933,20.2942,1.02163,0,
3,12000.00,1467.15,feldspar_0,0.238723,0.596073,-3165.087317,0.090574,0.294201,,0.9845692680334807,,K0.04Na0.59Ca0.37Al1.37Si2.63O8,58.6807,0,26.0634,0,0,0,0,7.81025,6.76039,0.68523,
0,12000.00,1465.15,liquid_0,24.858781,65.618756,-271895.865007,8.620207,33.808039,2.744,0.9846726139385722,,,49.6742,3.84805,16.3592,1.64228,14.9831,0.603409,0.808669,4.84271,5.48275,1.75555,8.8
1,12000.00,1465.15,garnet_0,0.093606,0.210867,-1041.843804,0.024298,0.104813,,0.9846726139385722,,(Ca0.21Fe''0.52Mg0.27)3Al2Si3O12,39.0219,0,22.073,0,24.086,0,7.15802,7.66109,0,0,
2,12000.00,1465.15,clinopyroxene_0,0.061387,0.138980,-710.433589,0.017403,0.068407,,0.9846726139385722,cpx,Na0.08Ca0.85Fe''0.33Mg0.31Fe'''0.10Ti0.30Al0.68Si1.35O6,34.5416,10.292,14.8141,3.43672,10.2201,0,5.37707,20.2931,1.02532,0,
3,12000.00,1465.15,feldspar_0,0.234609,0.585599,-3110.534064,0.089048,0.289087,,0.9846726139385722,,K0.04Na0.59Ca0.37Al1.37Si2.63O8,58.8353,0,25.9542,0,0,0,0,7.68409,6.8187,0.707642,
0,12000.00,1463.15,liquid_0,24.480591,64.568572,-267382.103586,8.483510,33.266533,2.747,0.9847722465653701,,,49.6629,3.88257,16.2529,1.65435,15.1053,0.61273,0.782673,4.77026,5.50047,1.77581,8.5
1,12000.00,1463.15,garnet_0,0.090984,0.204711,-1010.912742,0.023594,0.101780,,0.9847722465653701,,(Ca0.21Fe''0.52Mg0.27)3Al2Si3O12,38.9876,0,22.0536,0,24.2932,0,7.05499,7.61068,0,0,
2,12000.00,1463.15,clinopyroxene_0,0.059369,0.134230,-686.486921,0.016811,0.066099,,0.9847722465653701,cpx,Na0.08Ca0.85Fe''0.34Mg0.31Fe'''0.10Ti0.31Al0.68Si1.34O6,34.3407,10.4534,14.8819,3.43531,10.3014,0,5.26984,20.2872,1.03013,0,
3,12000.00,1463.15,feldspar_0,0.230711,0.575670,-3058.847164,0.087603,0.284241,,0.9847722465653701,,K0.04Na0.60Ca0.36Al1.36Si2.64O8,58.9889,0,25.8456,0,0,0,0,7.55863,6.87612,0.730746,
0,12000.00,1461.15,liquid_0,24.110637,63.541411,-262966.378885,8.349715,32.737276,2.749,0.9848678546978996,,,49.6494,3.91736,16.1462,1.66649,15.2286,0.622132,0.757396,4.69895,5.51746,1.79598,8.1
1,12000.00,1461.15,garnet_0,0.088455,0.198777,-981.115603,0.022915,0.098856,,0.9848678546978996,,(Ca0.21Fe''0.53Mg0.27)3Al2Si3O12,38.9533,0,22.0342,0,24.5001,0,6.95214,7.56023,0,0,
